welcome to bug territory, enjoy your stay new
Player 1 : Player 2 : Total     218 : 469 : 687        moving average 500:   29.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     218 : 470 : 688        moving average 500:   29.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     218 : 471 : 689        moving average 500:   29.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     218 : 472 : 690        moving average 500:   29.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     218 : 473 : 691        moving average 500:   29.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     218 : 474 : 692        moving average 500:   29.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     218 : 475 : 693        moving average 500:   29.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     218 : 476 : 694        moving average 500:   29.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     218 : 477 : 695        moving average 500:   29.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     219 : 477 : 696        moving average 500:   29.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     219 : 478 : 697        moving average 500:   29.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     219 : 479 : 698        moving average 500:   29.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     220 : 479 : 699        moving average 500:   29.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 479 : 700        moving average 500:   29.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 480 : 701        moving average 500:   29.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 481 : 702        moving average 500:   29.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 482 : 703        moving average 500:   29.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 483 : 704        moving average 500:   29.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 484 : 705        moving average 500:   29.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 485 : 706        moving average 500:   29.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 486 : 707        moving average 500:   29.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 487 : 708        moving average 500:   29.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 488 : 709        moving average 500:   29.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 489 : 710        moving average 500:   29.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 490 : 711        moving average 500:   29.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 491 : 712        moving average 500:   29.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     221 : 492 : 713        moving average 500:   29.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     222 : 492 : 714        moving average 500:   29.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     222 : 493 : 715        moving average 500:   28.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     223 : 493 : 716        moving average 500:   29.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     223 : 494 : 717        moving average 500:   28.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 494 : 718        moving average 500:   29.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 495 : 719        moving average 500:   29.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 496 : 720        moving average 500:   28.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 497 : 721        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 498 : 722        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 499 : 723        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 500 : 724        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 501 : 725        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 502 : 726        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 503 : 727        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 504 : 728        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     224 : 505 : 729        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     225 : 505 : 730        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     225 : 506 : 731        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     226 : 506 : 732        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     227 : 506 : 733        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     228 : 506 : 734        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     228 : 507 : 735        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     229 : 507 : 736        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     229 : 508 : 737        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     229 : 509 : 738        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     229 : 510 : 739        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     229 : 511 : 740        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     229 : 512 : 741        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     230 : 512 : 742        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     230 : 513 : 743        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     231 : 513 : 744        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     232 : 513 : 745        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     232 : 514 : 746        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     232 : 515 : 747        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     232 : 516 : 748        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     232 : 517 : 749        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     232 : 518 : 750        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     232 : 519 : 751        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     232 : 520 : 752        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     233 : 520 : 753        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     233 : 521 : 754        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     233 : 522 : 755        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     233 : 523 : 756        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     233 : 524 : 757        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     233 : 525 : 758        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     233 : 526 : 759        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     233 : 527 : 760        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     233 : 528 : 761        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     233 : 529 : 762        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     234 : 529 : 763        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     234 : 530 : 764        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     234 : 531 : 765        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     234 : 532 : 766        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     234 : 533 : 767        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     234 : 534 : 768        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     234 : 535 : 769        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     234 : 536 : 770        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     235 : 536 : 771        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     236 : 536 : 772        moving average 500:   28.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     236 : 537 : 773        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     236 : 538 : 774        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     236 : 539 : 775        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     237 : 539 : 776        moving average 500:   28.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     237 : 540 : 777        moving average 500:   28.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     237 : 541 : 778        moving average 500:   28.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     237 : 542 : 779        moving average 500:   28.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     237 : 543 : 780        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     237 : 544 : 781        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     237 : 545 : 782        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     237 : 546 : 783        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     237 : 547 : 784        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     237 : 548 : 785        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     238 : 548 : 786        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     238 : 549 : 787        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     238 : 550 : 788        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     238 : 551 : 789        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     238 : 552 : 790        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     238 : 553 : 791        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     238 : 554 : 792        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     238 : 555 : 793        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     238 : 556 : 794        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     239 : 556 : 795        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     239 : 557 : 796        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     239 : 558 : 797        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     239 : 559 : 798        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     239 : 560 : 799        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     239 : 561 : 800        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     239 : 562 : 801        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     240 : 562 : 802        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     241 : 562 : 803        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     241 : 563 : 804        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     241 : 564 : 805        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     241 : 565 : 806        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     241 : 566 : 807        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     242 : 566 : 808        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     242 : 567 : 809        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     242 : 568 : 810        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     243 : 568 : 811        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     244 : 568 : 812        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     244 : 569 : 813        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     244 : 570 : 814        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     244 : 571 : 815        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     244 : 572 : 816        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     245 : 572 : 817        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     246 : 572 : 818        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     247 : 572 : 819        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     248 : 572 : 820        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     249 : 572 : 821        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     249 : 573 : 822        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     249 : 574 : 823        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     249 : 575 : 824        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     249 : 576 : 825        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     249 : 577 : 826        moving average 500:   27.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     249 : 578 : 827        moving average 500:   27.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     249 : 579 : 828        moving average 500:   27.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     249 : 580 : 829        moving average 500:   27.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     250 : 580 : 830        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     251 : 580 : 831        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     251 : 581 : 832        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     251 : 582 : 833        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     251 : 583 : 834        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     251 : 584 : 835        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     251 : 585 : 836        moving average 500:   27.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     251 : 586 : 837        moving average 500:   27.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     252 : 586 : 838        moving average 500:   27.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     253 : 586 : 839        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     254 : 586 : 840        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     254 : 587 : 841        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     255 : 587 : 842        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     255 : 588 : 843        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     255 : 589 : 844        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     256 : 589 : 845        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     256 : 590 : 846        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     256 : 591 : 847        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     256 : 592 : 848        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     256 : 593 : 849        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     256 : 594 : 850        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     257 : 594 : 851        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     258 : 594 : 852        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     258 : 595 : 853        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     258 : 596 : 854        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     259 : 596 : 855        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     259 : 597 : 856        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     259 : 598 : 857        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     259 : 599 : 858        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     259 : 600 : 859        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     259 : 601 : 860        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     260 : 601 : 861        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     260 : 602 : 862        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     260 : 603 : 863        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     260 : 604 : 864        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     260 : 605 : 865        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     261 : 605 : 866        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     261 : 606 : 867        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     261 : 607 : 868        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     261 : 608 : 869        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     261 : 609 : 870        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     261 : 610 : 871        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     262 : 610 : 872        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     262 : 611 : 873        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     263 : 611 : 874        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     263 : 612 : 875        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     263 : 613 : 876        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     264 : 613 : 877        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     264 : 614 : 878        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     265 : 614 : 879        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     265 : 615 : 880        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     265 : 616 : 881        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     265 : 617 : 882        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     265 : 618 : 883        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     265 : 619 : 884        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     266 : 619 : 885        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     266 : 620 : 886        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     266 : 621 : 887        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     266 : 622 : 888        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     266 : 623 : 889        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     266 : 624 : 890        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     266 : 625 : 891        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     266 : 626 : 892        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     267 : 626 : 893        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     267 : 627 : 894        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     267 : 628 : 895        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     267 : 629 : 896        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     267 : 630 : 897        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     267 : 631 : 898        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     267 : 632 : 899        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     267 : 633 : 900        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     268 : 633 : 901        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     268 : 634 : 902        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     268 : 635 : 903        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     268 : 636 : 904        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     269 : 636 : 905        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     269 : 637 : 906        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     270 : 637 : 907        moving average 500:   28.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     270 : 638 : 908        moving average 500:   28.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     270 : 639 : 909        moving average 500:   28.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     270 : 640 : 910        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     270 : 641 : 911        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     270 : 642 : 912        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     271 : 642 : 913        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     271 : 643 : 914        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     272 : 643 : 915        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
